"14-3-3_beta","14-3-3_epsilon_Caution","14-3-3_zeta","4E-BP1","4E-BP1_pS65","4E-BP1_pT37_T46","4E-BP1_pT70","53BP1","A-Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl-a-Tubulin (Lys40)_Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha-Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin 1","Annexin_VII","AR","ASNS","ATM","B-Raf_Caution","B-Raf_pS445","Bad_pS112","Bak_Caution","Bap1 c-4","Bax","Bcl-2","Bcl-xL","Beclin_Caution","beta-Catenin","beta-Catenin_pT41_S45","beta Actin_Caution","Bid_Caution","Bim(CST2933)","Bim(EP1036)","BRCA2_Caution","c-Jun_pS73","c-Kit","c-Met_Caution","c-Met_pY1235","c-Myc_Caution","C-Raf(BD610151)_Caution","C-Raf(MP05-739)","C-Raf_pS338","Caspase-7_cleavedD198_Caution","Caspase-8_Caution","Caveolin-1","CD20 _Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di-Ras3_Caution","DJ-1","Dvl3","E-Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER-alpha","ER-alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS-1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK-3-BETA_Caution","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4(BetIHC-00108)_Caution","MEK1","MEK1_pS217_S221","MIG-6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin IIa pS1943","N-Cadherin","N-Ras","NDRG1_pT346","NF-kB-p65_pS536_Caution","NF2_Caution","Notch1","P-Cadherin_Caution","p14 Arf(BetA300-340A)_Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38 alpha MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62 Lck ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI-1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K-p110-alpha_Caution","PI3K-p85","PKC-alpha","PKC-alpha_pS657_Caution","PKC-delta_pS664","PKC-pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1-2-3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP-2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5-alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB-1","YB-1_pS102"
0.717519,0.11192,-1.064404,0.498416,-0.683474,-0.849259,-0.107209,-0.544388,0.391569,1.021679,1.24678,0.040772,0.073652,0.848233,-1.434908,0.457572,0.106671,0.80087,-0.661271,-0.916813,1.507933,0.867895,0.559027,-0.685734,-0.336134,-0.83486,-0.913475,-0.336733,0.548204,0.089869,0.093869,-0.003566,0.524951,0.107183,0.455843,0.987865,0.447322,0.393175,0.049314,0.155265,0.122942,0.09475,0.462562,0.36774,0.039596,0.299457,-1.2615,-0.869044,-0.254525,0.728189,-0.021531,-1.526013,0.100643,0.902189,2.039859,-0.063578,-0.102728,0.208637,-0.042963,0.364877,-0.208153,3.719764,-0.274491,-0.713368,0.208133,-0.466894,-0.36409,0.281957,-0.559392,-0.220497,3.16977,-0.768626,-0.433338,0.170221,1.311993,0.405054,-0.056787,-1.30333,1.031952,0.196295,0.088655,-0.457202,0.086648,-0.47888,0.114213,-0.5246,0.211956,0.568884,0.336983,1.160916,-0.600741,-2.322718,-0.644256,-1.287608,-0.806549,-1.371754,-1.08552,3.079923,3.0988,1.19644,0.095902,0.553477,0.348681,1.045463,0.854325,-0.072177,-0.511413,0.211224,-0.223115,0.236927,-0.270255,-0.147319,-0.437171,0.011678,-0.789859,-0.443229,0.304855,0.700658,-0.017434,-0.947916,-0.893316,-0.616857,-0.26688,-1.372124,-0.071958,0.189623,0.00383,-0.750115,0.049141,-0.178106,1.323177,1.597233,-0.512944,0.23391,-0.031635,0.431624,-0.490542,-0.396257,-0.688266,1.65359,-0.169103,-1.279167,0.515261,-0.67402,-0.052167,0.047379,0.371889,0.611432,-0.738188,-0.829706,-0.467072,-0.083336,-0.555092,-0.386176,-0.155612,-0.39092,-0.135233,0.919031,1.307825,0.005132,-0.682427,-0.647926,1.850962,-0.449836,0.206321,-0.15029,-0.896944,1.491187,0.050683,-0.250972,-0.784402,0.009729,-2.019455,0.05768,-0.435588,-0.367797,-0.997147,-2.420254,-1.751688,0.754809,1.99802,0.079433,0.222181,0.29552,0.561924,-0.528036,0.165012,-0.027613,0.116155,0.773915,-0.382519,0.17416,0.15848,0.200466,-0.765804,0.057662,0.113101,0.510551,-0.423982,-0.286214,0.364088,-0.757243,-0.367381,-1.259487,0.14508,0.696832,-0.606798,-0.48734,-0.228409,0.523239,-0.552814,-0.944525,-0.412981,0.033101
0.05712,-0.15679,-0.160255,-0.527343,-0.466738,-0.83507,-0.207379,0.052014,0.205956,-0.709522,-0.185076,-0.615529,-0.082147,0.551739,-0.619239,-0.914432,-0.657695,0.886538,-0.447027,-0.843019,1.417783,1.15169,-0.172305,-1.600801,-0.774106,-1.078981,-0.359043,-0.060294,0.408019,-0.52013,0.301072,-0.275665,0.635876,-0.043379,1.425607,0.34492,0.439743,0.451982,1.500206,1.344728,0.600882,-0.102361,-0.175185,0.263309,0.059919,-0.22846,-1.177268,-0.636244,0.050195,1.072153,0.131428,2.238318,0.046652,-0.04271,1.585244,-0.008207,0.515443,0.460884,-0.076523,0.116656,0.032795,2.961425,0.194033,0.011796,0.415113,0.106697,0.458528,0.100455,-0.203898,-0.471285,4.062417,-0.837973,-0.718321,0.305764,0.287943,0.153805,0.035457,-0.994458,-0.136246,-0.054822,0.173553,-0.240933,0.454662,-0.601268,0.389267,0.024888,0.169212,0.023145,0.732079,0.163021,-1.404046,-1.397245,1.10561,-0.643759,-0.049048,-0.591979,-0.67287,0.620344,0.313823,0.570293,0.045831,0.224093,-0.084743,-0.466034,0.275256,0.127405,-0.428401,0.264095,-0.329526,-0.062281,-0.143853,-0.927561,-0.361326,0.001012,-0.142218,-0.27169,0.356328,0.020001,0.06198,-0.270607,-0.138442,0.015035,0.492367,-0.989731,0.090245,0.010901,-0.815646,-0.113421,-0.055382,-0.982132,1.028453,4.170379,-0.328746,-0.202288,-0.055039,-0.127971,-0.328843,-0.704502,-0.384437,-0.375277,-0.12955,-0.762633,-0.870376,0.038086,-0.165899,-0.693356,-0.229007,0.11363,-0.783286,0.339555,-0.484519,-0.149773,-0.561152,0.101717,-0.071827,-0.21247,-0.373873,-0.5478,-0.453296,-0.258431,-0.963877,1.128801,0.275898,-0.643995,0.230369,-0.440441,0.173556,1.449141,0.513127,0.138005,-0.038491,0.354005,-0.042443,-0.122516,-0.36093,0.046518,-0.076139,-1.958459,-1.867092,1.660119,1.79649,-0.106856,-0.143098,-0.266688,0.468517,0.162826,0.347313,-0.242744,-0.138306,-0.196846,-0.592267,-1.513388,-0.524202,0.612531,-0.462669,0.424811,1.448517,0.338179,0.690932,-0.004741,3.861163,-0.204681,0.104771,-0.650539,0.075948,3.127565,1.649512,-0.214496,-0.088012,0.235165,0.163721,1.203616,0.424634,-0.275079
-0.273151,-0.02529,-0.089774,-0.142674,0.181046,0.009568,-0.10868,0.559796,-0.049537,-0.644631,-0.340468,-0.052562,0.0614,0.253554,0.199464,-0.475151,-0.149006,0.094532,-0.400365,-0.253122,1.363661,-0.153257,1.752053,-0.608324,1.313926,-0.212191,-0.426166,-0.118061,-0.170495,0.190768,0.13036,-0.19595,-0.519661,0.048351,-1.581119,-0.12834,0.059183,-0.055655,-1.193842,-0.616535,-0.124285,0.167575,-0.052848,-0.15749,-0.069191,0.06319,0.791288,0.40158,-0.052727,0.539583,-0.067613,-3.286155,-0.005198,0.044903,1.079697,-0.260403,0.68026,0.038418,-0.087579,-0.190613,0.274448,-0.550826,0.064189,0.356906,-0.419406,-0.025664,-0.054838,0.026828,-0.524945,0.032456,-1.158666,-0.097481,0.618779,-0.328109,0.299482,-0.121037,0.181715,0.284978,-0.106667,-0.103235,-0.063669,0.007634,-0.326946,1.617275,0.599663,0.445303,0.097776,-0.171322,1.11641,0.161149,1.346983,-0.013598,3.152968,0.091319,0.097466,0.036105,0.22723,0.556308,0.344887,-0.108691,0.082552,0.6412,-0.276185,0.113943,0.039577,1.308412,-0.111195,-0.216364,0.031044,0.718663,-0.451902,-1.037835,-0.287878,0.773911,-0.257852,-0.436675,-0.147081,0.103364,0.088554,0.065474,-0.513416,-0.232039,-0.001397,1.39194,0.273819,0.002331,-0.425096,0.352618,-0.017596,0.809825,-0.493698,-0.359695,2.042383,0.209949,0.016878,-0.121604,-0.014918,-0.034987,0.096091,-0.216089,-0.813692,1.147801,1.016702,-0.792939,0.202474,-0.55135,1.207919,0.240805,0.628797,0.079473,-0.649265,0.075835,0.053779,-0.040446,-0.125257,0.421974,-0.186386,2.340157,2.59734,1.491722,1.525615,0.120391,-0.046507,-0.078726,-0.248372,0.338998,1.266461,-0.225287,-0.155502,0.101675,0.736087,0.500381,0.920034,-0.176946,-0.064601,-0.040817,-1.035518,-0.341498,0.215831,-0.332633,-0.010262,0.238362,-0.074196,0.097325,-0.311865,0.495849,0.288908,0.197646,1.002625,-0.117249,-0.288948,-0.687554,0.474069,0.159951,-0.12925,-0.011094,-1.265234,0.003254,-1.372171,-0.221194,-0.276752,-0.168074,-0.203387,0.595852,0.378237,-0.023086,0.249448,1.160532,-0.120342,0.338761,0.17093,0.47701,0.032599,-0.028201
0.062265,0.012382,0.854192,0.398448,-0.103031,0.589708,-0.074069,-0.255579,-0.171093,0.002623,-0.577052,-0.399077,-0.229885,0.092352,-0.405945,-1.576686,-0.911369,0.790944,0.206884,0.950039,-1.211952,0.120661,-0.344093,0.868726,0.451293,0.010697,0.030457,0.014479,-0.115749,-0.165551,-0.293318,-0.188544,0.140505,-0.072064,1.351632,0.307015,-1.051612,-0.12372,1.031723,1.073935,-0.182812,0.030108,0.047683,-0.187178,-0.059958,-0.112311,-0.38842,-0.685217,-0.284262,0.86031,0.510712,-2.601526,-0.182812,-0.034846,0.521611,1.19036,0.234926,0.497232,-0.1634,0.147177,0.273249,3.404069,0.603295,-0.178915,-0.487804,-0.688453,-0.200718,0.055125,0.42412,0.116234,3.857202,-0.979208,-0.570114,-0.334228,1.102326,-0.077613,0.065854,-0.622892,-0.129385,-0.125985,-0.643376,-0.176278,-0.406647,-0.759349,1.025844,-0.129727,-0.247729,-0.358247,1.415597,-0.424609,-0.149956,-1.046601,0.412286,-0.163815,0.085849,0.354866,0.136169,1.223889,0.90697,0.619415,-0.093154,-0.422019,-0.215295,-0.440526,-0.128311,-0.157962,0.493379,0.045783,-0.22065,-0.062783,3.354355,0.749459,-0.656925,-0.241602,-0.479972,0.986672,0.319599,0.032512,-0.091703,-0.661924,0,0.203486,-0.314171,0.671978,-0.710058,-0.138632,-0.656878,-0.02375,-0.516633,0.193202,-0.560292,1.6194,-1.028198,-0.184027,-0.012219,-0.020095,0.099925,0.182008,0.533504,0.296063,-0.337064,-0.177671,-0.462957,0.225471,0.19461,1.02025,0.219009,-0.091193,0.227664,0.309099,1.073179,0.144117,0.46583,-0.60797,-0.349957,-0.107652,0.132145,1.274437,1.474695,0.384062,0.908434,0.518284,-0.069425,-0.470909,-0.523899,-0.436852,0.896611,1.437853,0.28891,0.301203,0.121754,0.4353,1.002282,-0.013063,0.269185,0.338923,0.395157,-0.398692,-0.624479,-0.36884,-0.161464,-0.100733,-0.053057,0.271636,0.213106,0.311418,0.020087,-0.311979,0.439935,0.680775,3.078816,0.73842,-0.193782,0.452628,0.151307,0.16266,4.048588,-0.430702,-1.455279,1.108325,-0.159798,0.746126,-0.470714,-0.343554,0.005514,3.575878,0.565665,0.548102,-0.460004,0.000875,0.435174,1.101097,-0.351666,0.328762
-0.080769,0.024479,-1.268766,0.528658,0.030208,0.150688,-0.017033,-0.264042,-0.008829,0.722894,0.79076,0.232724,0.005085,0.085477,0.228496,-0.211607,0.752818,-0.470162,0.163936,-0.029661,-1.14434,-0.776731,2.617909,0.218196,-0.258567,0.418701,-0.263955,-0.042959,0.084028,0.45624,-0.07518,0.139126,-0.374691,-0.084595,1.688621,-0.059256,-1.580439,-0.182257,0.984784,0.860798,-0.015751,0.216813,3.296658,-0.002737,0.075014,1.716361,0.528684,0.071851,0.042635,0.059068,-0.246397,-2.971112,0.025046,0.172092,0.762284,0.576241,0.094871,0.339473,0.754764,0.419532,-0.005885,-0.106208,0.025532,0.284825,-0.104791,-0.419704,-0.058019,0.062664,0.007574,-0.141566,-0.186339,-0.167855,1.046825,-0.731189,-0.380563,0.051655,-0.057406,0.048388,0.324501,0.318666,-0.079908,-0.229283,-0.317569,1.249767,-0.87051,0.739722,-0.19947,0.004675,-0.375086,-0.560687,0.222868,-0.457254,-0.104549,0.124825,-0.152744,-0.535028,-0.360919,-0.282179,-0.177649,-0.49555,0.126988,-0.113926,-0.00989,1.096244,0.001993,-0.072155,0.179488,-0.144156,-0.01625,0.293683,-0.741786,-0.675037,-0.686263,0.299987,-0.174914,-0.313962,-0.08018,0.161677,0.841523,1.146165,0.04542,-0.461771,-0.336298,-1.697732,-0.380403,-0.068578,0.131292,-0.584384,0.006731,0.92699,0.219948,0.34993,-0.073295,0.013624,0.118117,0.167156,0.016992,-0.028452,-0.724665,0.931845,-2.347469,0.329847,-0.414133,0.539157,0.319603,-0.248065,-0.968818,0.204864,-0.44804,0.075095,0.236727,-0.080814,-0.066339,-0.426254,-0.226285,0.440421,0.174272,0.327409,0.23364,-0.206697,-0.266428,0.146668,-0.03204,0.442041,-0.165429,-0.416035,-0.809882,-0.065384,0.219164,0.456927,0.434905,1.094645,1.945132,0.291529,0.335001,-0.140821,0.943865,-2.094992,-1.082968,0.097063,-0.111754,0.335351,-0.396651,0.034205,0.01665,0.487259,-0.121368,0.144957,0.542515,-0.065171,0.316949,0.29824,0.140482,-0.400385,-0.880487,-0.224826,-1.227333,-0.052309,-0.857772,-0.201389,-0.277073,-0.10282,-0.204824,0.50733,0.319477,-0.686012,-1.227296,-0.949605,0.306547,0.3264,-0.374303,-0.487409,-0.20481,-0.270906
-0.169133,-0.044204,-0.38574,0.402943,-0.053136,0.104407,-0.060948,0.303265,0.101954,-0.096372,-0.329281,-0.117966,0.029317,0.010454,-0.484907,0.829394,0.455719,0.220947,-0.523434,-0.461663,-0.917759,-0.07995,0.029082,0.799266,0.314978,-0.370841,-0.09934,-0.390386,0.113795,-0.082885,-0.541416,-0.131775,0.343576,0.186204,0.169463,0.148523,-0.892407,0.104058,-0.277473,-0.023317,0.506982,0.150137,-0.096383,0.407082,-0.045133,1.084609,-0.29869,-0.280755,-0.085866,0.282548,0.171378,1.538539,0.058299,0.151512,0.585361,1.012619,-0.299262,-0.019114,0.14957,0.232685,-0.366304,2.487918,-0.081357,0.174286,-0.054734,0.533136,-0.089059,0.061195,-0.500087,-0.558805,2.754641,0.220355,0.007352,0.80802,0.471735,0.019503,-0.213076,-0.159561,0.151273,0.070469,0.348441,-0.205916,0.277847,-0.305644,-0.26691,-0.651262,0.379,0.13565,2.04143,0.099984,-0.753797,-0.217341,-0.170768,0.240799,0.260514,-0.142191,0.450328,-0.363922,-0.143248,0.101622,-0.076012,0.067265,0.10748,1.179667,0.349638,-0.366255,0.20299,-0.142592,-0.257932,0.284641,1.537105,0.967978,0.593444,0.172172,0.390783,0.756456,1.431416,0.120833,-0.213369,-0.399493,-0.321442,-0.035297,0.078755,-0.291456,-0.148338,-0.012378,1.37865,-0.338394,-0.399907,-0.122511,0.819586,3.30654,0.009644,0.157642,0.083829,0.002787,-0.250988,-0.724038,-0.187413,-0.449439,-0.948681,-0.432675,-0.351389,-0.15293,0.076725,0.407513,3.011929,0.068549,0.511763,0.003963,-0.172606,-0.282343,-0.351807,-0.077544,-0.012919,0.115919,-0.41806,-0.013367,-0.112428,-0.114294,-0.356238,0.137017,0.043646,-0.02534,-0.086291,0.001504,0.137441,1.39921,0.744875,-0.035557,-0.065968,-0.103267,-0.115389,0.149695,-0.107096,-0.200599,-0.676477,-0.046918,-0.135396,0.134622,0.324322,0.009428,0.043519,-0.05116,0.235676,0.031565,0.321741,0.079412,0.250605,-0.473768,0.84272,-0.332493,-0.112028,-0.038041,-0.485152,-0.224862,-1.376304,-0.034691,1.267098,1.02633,0.615092,-1.013734,0.010899,-0.860197,-0.236449,0.415349,1.512666,-1.449879,0.662657,0.053658,-0.149071,-0.853747,0.075411,0.607392
-0.033266,0.228946,-0.280108,0.156185,0.388093,0.215086,0.318189,-0.1785,0.051439,-0.398594,0.222693,-0.490112,0.259547,-0.235106,0.423993,1.950212,1.482718,0.239454,0.262517,-0.684537,0.845134,-0.24304,0.755726,0.039141,0.047931,0.107724,-0.266808,0.077566,-0.067732,-0.182558,0.357897,-0.073048,0.031242,0.093212,0.245399,-0.110876,1.394656,-0.070641,-1.182927,-0.677738,0.069504,0.053807,0.218097,0.220758,0.000344,-0.624935,0,-0.296338,-0.177185,-0.623508,-0.039543,3.886814,-0.069178,0.017325,0.684804,0.074886,0.251354,-0.127368,-0.483877,-0.23588,0.286348,0.089898,-0.134371,-0.342517,-0.183003,0.582062,-0.126595,0.607044,0.151305,0.577376,-1.046084,-0.117527,-0.01986,0.199066,-0.293179,-0.024258,-0.034565,0.385757,0.03277,-0.136336,-0.299004,0.064732,-0.26591,-0.598866,1.482213,-0.053224,0.287007,0.024936,0.557847,0.921526,0.072323,-0.87149,0.408364,0.147907,-0.119091,-0.053031,-0.05734,0.162262,-0.280474,-0.14155,-0.146883,0.347407,-0.122538,1.94295,-0.137971,1.168911,0.6549,-0.355365,0.007868,-0.535392,-0.508887,-0.239696,-0.221773,-0.326929,0.135286,0.347842,1.38546,-0.004749,-0.223888,-0.812681,0.136501,-0.036833,-0.032467,0.686593,0.535494,-0.034614,0.088665,-0.122584,1.225609,0.531303,-0.486676,-0.793035,0.614956,-0.04187,-0.011299,0.046159,0.018704,-0.024591,-0.070961,-0.300053,0.796918,-0.181646,-0.390505,-0.141585,0.077385,-0.153338,3.132837,-0.203735,1.022122,-0.254035,-0.002486,0.104537,0.199755,0.175451,-0.094118,0.124184,0.469443,0.20805,0.426432,-0.006631,0.01811,-2.455674,-0.055622,0.065981,-0.356489,0.353212,-2.47414,-0.223594,-0.530976,-0.383019,-0.134356,0.447677,1.010319,-0.760525,0.589412,-0.009568,-0.038377,0.930858,1.060164,-0.256807,0.050402,0.244512,-0.325358,-0.098597,0.47049,-0.172785,-0.052338,-0.175728,-0.118363,0.721772,-0.349385,-0.095001,0.384318,0.183725,-0.025215,-0.282013,-1.207808,0.600612,-0.555678,0.03675,2.496744,-0.023912,-0.253754,0.158935,-0.172392,0.168153,0.569333,-0.913177,-0.218577,-0.127098,0.119091,0.487884,0.106186,0.02464
0.132923,0.268263,-0.047623,0.390378,0.156067,0.265948,0.358477,0.772547,-0.33131,0.056184,0.828207,-0.004413,0.276902,-0.114243,0.432681,0.556802,0.282045,0.154418,0.089107,-0.025293,0.769582,-0.478728,0.646435,1.376985,1.110126,-0.044612,0.285248,-0.222861,-0.080164,-0.164799,0.518327,0.337854,-0.334356,0.127921,0.256234,-0.24059,0.972366,-0.077303,-1.641994,-0.839542,-0.207693,-0.144032,1.597213,0.41193,0.11003,0.250482,0.40766,0.067524,0.085882,-0.186143,-0.195275,4.719003,-0.015737,-0.089883,-0.941697,-0.005382,-0.310896,-0.407864,-0.50827,-0.304972,0.103627,-0.315673,0.556112,-1.224767,-0.06778,0.534883,-0.271467,0.203486,0.025506,0.084063,-0.910111,-0.187286,-0.326355,0.437114,0.395965,0.058289,-0.243422,0.421125,0.244053,-0.043687,0.076955,0.107708,-0.301709,0.111486,4.308061,-0.965251,-0.060515,-0.161389,0.196059,-0.404817,-0.009406,-1.375927,-0.52383,0.287158,0.070243,-1.037485,-0.88958,-0.262116,0.147037,-0.374656,-0.07917,-0.051466,-0.124438,1.087453,-0.144183,-0.164781,0.439236,-0.340085,-0.412308,-0.089972,-0.983998,0.583526,0.906378,0.228994,-0.560235,0.08075,-0.086276,0.111106,0.174962,-0.567484,0.04048,-0.105604,0.060486,1.092892,0.49806,-0.053712,-1.006522,-0.991435,0.276374,0.668147,-0.561751,-0.765684,3.354604,-0.002486,0.05946,0.254245,0.258207,0.416243,-1.495578,-0.390112,0.106435,-0.184048,-0.231802,-0.968425,-0.228805,-0.710031,3.268531,-0.035756,-0.494822,-0.408526,-1.454076,0.050956,0.073097,0.365194,-0.020376,0.141283,0.266623,1.246307,1.105512,0.22476,-0.276473,-1.260157,0.028629,-0.175277,-0.354939,0.093013,-0.406518,-0.386378,0.11403,-0.750085,-0.09917,-0.297015,-1.38333,-0.448574,-0.188281,-0.14422,-1.486309,1.287682,1.40379,-0.095894,-0.067276,0.036465,-0.02994,1.789836,-0.336307,-0.202678,-0.139612,-0.002485,0.302703,0.045175,-0.29427,0.164273,0.545184,0.303658,-0.494752,-0.198303,-1.854865,0.402396,-0.822279,-0.026129,-0.148458,0.893438,-0.304287,0.32689,-0.459418,-0.104202,-0.392291,-1.90848,-0.063125,-0.020746,0.54629,0.992885,0.110591,0.155937
-0.21595,-0.038094,0.29757,-0.273484,-0.321816,-0.783061,0.043442,0.200578,0.045492,0.636506,0.171479,-0.472718,0.058315,-0.230925,-0.522872,1.420417,0.546016,-1.056665,-0.01929,-0.105416,-1.598919,-0.237447,-0.189629,0.593933,0.796015,0.974534,0.9466,-0.040703,-0.156285,-0.415181,0.721387,2.641529,-0.144436,0.283183,-2.854293,-0.32046,0.8274,-0.117438,1.9234,1.840242,-0.007299,-0.398788,-0.51513,0.075028,0.025253,0.317575,-0.196948,0.292538,0.046724,0.384034,-0.33958,-1.686649,1.93818,-0.265412,-0.907645,0.053561,0.258039,0.39562,0.926873,-0.16791,-0.040032,-0.47733,0.105413,0.107269,-0.014457,-0.196008,0.392458,-0.12027,0.19002,-0.18564,-0.111564,1.554883,0.010135,-0.533385,-0.450541,-0.017263,0.366286,0.533437,0.059639,0.033594,0.13948,0.167594,0.657484,0.376128,-1.204053,-0.136978,-0.405284,0.317661,-0.154023,-0.254847,-1.679291,0.729545,0.618147,0.061948,0.540253,0.7733,1.104007,0.238515,-0.287653,-0.339873,0.003746,-0.361661,0.138256,-0.367724,-0.655678,0.01554,-0.1992,-0.306244,0.166361,-0.593237,2.438719,-0.886607,0.522065,1.426339,0.781384,-0.554957,-0.254994,-0.076457,0.101851,0.773788,-0.328477,-0.042595,0.792016,0.6466,-0.100762,0.01093,-0.833177,-0.790479,0.235783,-0.12604,-0.49968,-0.399333,-0.148301,0.53133,0.08396,-0.344447,0.02027,0.260159,-0.572989,-0.394411,-0.499721,0.500546,-0.88568,-0.203598,-0.303429,-0.846619,-1.477893,-0.250541,0.018284,0.535166,1.155087,0.347009,0.320423,0.202052,1.096996,0.0194,0.894948,-0.084182,-0.238647,0.546535,0.826842,-0.61255,0.309961,-0.169472,-0.079386,-0.190552,0.866281,-0.236737,0.74167,0.498547,0.218704,1.24165,1.677053,0.520781,-0.141033,-0.006827,-0.27068,-1.152405,-0.30496,0.215782,-0.153532,0.309937,-0.357698,-0.100577,-0.051254,0.724308,-0.133638,0.130976,-0.465133,-1.372011,0.866054,-1.701787,-0.64004,-0.229724,1.837965,0.432764,4.866917,-0.123189,-0.301039,-0.020977,-0.137144,0.24577,0.751514,1.216245,1.504828,4.830281,-2.39916,-0.126615,0.233477,-0.387735,-1.187406,-2.594403,0.180643,-0.982066
-0.142302,0.02778,-0.299912,-0.384481,-0.412801,-0.719041,-0.070129,0.055381,0.076295,0.332692,0.272292,-0.265371,0.198533,0.71361,-0.570089,-0.024777,0.686218,-0.858709,-0.220913,0.517596,-1.301839,0.412669,-0.172253,0.590914,0.800904,0.849122,0.428969,0.035814,0.027684,0.082263,0.721614,0.644461,-0.616957,0.108456,-3.623929,-0.08748,1.281201,-0.181544,0.090619,0.005065,-0.130972,0.084718,-0.336912,0.000956,0.016181,1.058167,0.552974,0.382723,0.349392,1.348049,-0.090377,-2.550057,2.077934,0.217903,-0.761807,0.384285,0.002323,0.034726,0.347541,0.547225,0.466338,-0.437433,0.27354,0.647695,-0.219184,-0.19538,-0.061125,0.214102,0.473562,-0.308156,-0.623898,0.15942,0.119498,-1.162374,-0.31487,-0.204214,0.395873,0.816378,-0.086615,0.014817,-0.061864,-0.02121,0.195482,0.405588,-0.647955,0.211361,-0.313975,-0.037369,-0.693618,-0.480306,-1.045917,-0.564898,-0.069113,0.066931,-0.066766,0.12727,0.283564,-1.115607,-0.359379,-0.348385,0.06591,-0.117217,-0.134629,-0.218254,-0.855291,0.330983,0.773673,0.068656,-0.236509,0.020248,0.085338,-0.689097,-0.366956,0.222253,0.563204,-0.442283,-0.164182,0.107816,0.040997,-0.248451,-0.252891,-0.066165,-1.106259,-1.55044,-0.57719,0.025686,-0.393212,-0.141005,-0.145875,-0.783967,-0.078509,1.472069,0.116518,-0.071058,0.081816,0.051522,0.052348,-0.066574,-0.461099,1.535281,-0.555077,0.206985,0.17306,0.119782,0.085418,-0.158554,-1.024791,0.50354,-1.215627,0.022654,0.562038,0.196461,0.387042,0.052962,-0.146073,0.018007,0.384661,-0.255723,-0.317253,0.273243,0.46919,0.32813,-0.3014,0.266641,0.258016,0.642462,0.833557,-0.114668,0.119894,0.457884,-0.126929,0.546543,1.172049,0.440241,-0.149582,-0.204155,0.333349,-0.609958,-0.53343,0.106718,-0.038064,0.105654,-0.408886,-0.087402,-0.643929,0.061386,-0.330075,0.020711,-0.445195,-0.01178,-0.239157,-0.393183,-0.144825,0.773377,2.48561,0.117047,3.449598,-0.398002,-0.692033,0.097783,-0.165992,0.033636,-0.249639,0.471585,-0.065024,5.770703,-0.962063,-1.29329,0.066835,-0.160271,-0.871375,-2.685201,-0.596292,-0.377542
